"","DAY","MONTH","YEAR","HOUR","MINUTE","Date","Time","LATITUDE.x","LONGITUDE.x","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","LATITUDE.y","LONGITUDE.y","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","diffLat","diffLong"
"194","12","7","1986","7","54","7/12/1986","7:54:27",29.962,51.582,"Earthquake",10,NA,NA,5.7,"MW",NA,NA,NA,NA,NA,1.2,"USP0002VYG","US","US","HRV","Reviewed",5101,"",26.8,10,5.6,NA,5.6,5.7,NA,NA,NA,NA,"IRAN","","IRAN:  S, FARS PROVINCE, MAMASANI, SHIRAZ",29.962,51.582,140,1,1,NA,NA,4,1,NA,2,300,3,NA,NA,1,1,NA,NA,4,1,NA,2,300,3,NA,NA,0,0
"195","12","7","1991","10","42","7/12/1991","10:42:21",45.364,21.057,"Earthquake",10.7,NA,NA,5.6,"MW",NA,NA,NA,NA,NA,1.3,"USP0004U1P","US","US","HRV","Reviewed",5298,"",21.2,11,5.6,5.6,5.7,5.3,NA,NA,NA,8,"ROMANIA","","ROMANIA:  BANLOC, DETA, TIMISOARA",45.364,21.057,110,2,1,NA,NA,30,2,NA,1,NA,NA,NA,2,2,1,NA,NA,30,1,NA,1,NA,NA,NA,2,0,0
"196","12","7","1993","13","17","7/12/1993","13:17:12",42.851,139.197,"Earthquake",16.7,NA,NA,7.7,"MW",NA,NA,NA,NA,NA,1,"USP0005W12","US","US","HRV","Reviewed",5357,"Tsu",11.9,17,7.7,7.7,7.6,6.6,NA,NA,NA,8,"JAPAN","","JAPAN:  HOKKAIDO; RUSSIA:  SOUTHEAST; SOUTH KOREA",42.851,139.197,30,23,3,NA,NA,233,3,1207,4,NA,3,NA,NA,231,3,NA,NA,233,3,1207,4,2374,4,NA,NA,0,0
"197","12","8","2010","11","54","8/12/2010","11:54:16",-1.266,-77.306,"Earthquake",206.7,NA,672,7.1,"MWC",NA,NA,12.4,NA,NA,0.87,"USP000HJ05","US","US","US","Reviewed",9770,"",15.5,207,7.1,7.1,NA,6.4,NA,NA,NA,NA,"ECUADOR","","ECUADOR:  MANTA, GUAYAQUIL, LOJA",-1.266,-77.306,160,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0
"198","12","8","2016","1","26","8/12/2016","1:26:36",-22.4765,173.1167,"Earthquake",16.37,2.6,NA,7.2,"MWW",NA,NA,14,4.823,6.7,0.9,"US10006D5H","US","US","US","Reviewed",10190,"Tsu",35,10,7.2,7.2,NA,NA,NA,NA,NA,NA,"NEW CALEDONIA","","NEW CALEDONIA:  LOYALTY ISLANDS",-22.495,173.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0184999999999995,0.00570000000001869
"199","12","9","1979","5","17","9/12/1979","5:17:51",-1.679,136.04,"Earthquake",5,NA,NA,7.9,"MS",NA,NA,NA,NA,NA,NA,"USP00012WP","US","US","US","Reviewed",4842,"Tsu",51.4,5,7.9,NA,7.9,6.3,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  NEW GUINEA:  IRIAN JAYA",-1.679,136.04,170,15,1,NA,NA,NA,3,NA,3,1000,3,NA,NA,115,3,NA,NA,NA,3,NA,3,1000,3,NA,NA,0,0
"200","12","9","1981","7","15","9/12/1981","7:15:54",35.693,73.594,"Earthquake",33,NA,NA,6.2,"MB",NA,83,NA,NA,NA,1.1,"USP0001FTP","US","US","US","Reviewed",4929,"",54.1,33,5.9,NA,5.9,6.2,NA,NA,NA,NA,"PAKISTAN","","PAKISTAN: GILGIT",35.693,73.594,60,220,3,NA,NA,2500,4,5,2,NA,NA,NA,NA,220,3,NA,NA,2500,4,5,2,NA,NA,NA,NA,0,0
"201","12","9","2007","11","10","9/12/2007","11:10:27",-4.438,101.367,"Earthquake",34,NA,411,8.4,"MWW",NA,NA,32.3,NA,NA,1.03,"OFFICIAL20070912111026830_34","OFFICIAL","US","OFFICIAL","Reviewed",7574,"Tsu",26.8,34,8.4,8.4,8.5,6.9,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA",-4.438,101.367,60,25,1,NA,NA,161,3,NA,3,56425,4,56425,4,25,1,NA,NA,161,3,NA,3,56425,4,NA,NA,0,0
"202","12","9","2007","23","49","9/12/2007","23:49:04",-2.625,100.841,"Earthquake",35,NA,446,7.9,"MWC",NA,NA,29.1,NA,NA,1.01,"USP000FN2B","US","US","GCMT","Reviewed",7575,"",3.7,35,7.9,7.9,8.1,6.6,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA",-2.625,100.841,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"203","12","9","2009","20","6","9/12/2009","20:06:25",10.709,-67.927,"Earthquake",14,NA,508,6.4,"MWC",NA,NA,18.3,NA,NA,1.24,"USP000H1FU","US","US","GCMT","Reviewed",8387,"",24.6,10,6.3,6.3,6.4,6.3,NA,NA,NA,NA,"VENEZUELA","","VENEZUELA:  CARABOBO",10.705,-67.92,160,NA,NA,NA,NA,18,1,NA,1,NA,NA,17,1,NA,NA,NA,NA,18,1,NA,1,NA,NA,17,1,0.00399999999999956,-0.007000000000005
"204","13","1","1976","13","29","1/13/1976","13:29:19",66.157,-16.582,"Earthquake",33,NA,NA,6.4,"MS",NA,NA,NA,NA,NA,NA,"USP0000EDQ","US","US","US","Reviewed",4707,"",19.5,33,6.4,NA,6.4,NA,NA,NA,6.4,NA,"ICELAND","","ICELAND:  KOPASKER",66.16,-16.58,120,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00300000000000011,-0.00200000000000244
"205","13","1","2001","17","33","1/13/2001","17:33:32",13.049,-88.66,"Earthquake",60,NA,427,7.7,"MWC",NA,NA,NA,NA,NA,1.13,"USP000A7M5","US","US","HRV","Reviewed",5587,"Tsu",32.3,60,7.7,7.7,7.8,6.4,NA,NA,NA,8,"EL SALVADOR","","EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.",13.049,-88.66,100,844,3,NA,NA,4723,4,753,4,108226,4,169632,4,844,3,NA,NA,4723,4,753,4,108226,4,169632,4,0,0
"206","13","1","2007","4","23","1/13/2007","4:23:21",46.243,154.524,"Earthquake",10,NA,606,8.1,"MWC",NA,NA,14,NA,NA,1.12,"USP000F2AB","US","US","GCMT","Reviewed",7415,"Tsu",21.1,10,8.1,8.1,8.2,7.3,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KURIL ISLANDS",46.243,154.524,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"207","13","1","2014","4","1","1/13/2014","4:01:03",19.0428,-66.8096,"Earthquake",20,1.7,NA,6.4,"MWW",NA,NA,21,0.572,NA,1.22,"USC000M1W9","US","US","US","Reviewed",10068,"",4,28,6.4,6.4,NA,NA,NA,NA,NA,NA,"USA TERRITORY","","PUERTO RICO",19.001,-66.848,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0417999999999985,0.0383999999999958
"208","13","10","1985","15","59","10/13/1985","15:59:51",40.301,69.823,"Earthquake",16,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1,"USP0002KS3","US","US","HRV","Reviewed",5082,"",51.2,16,5.9,NA,5.9,5.8,NA,NA,NA,9,"TAJIKISTAN","","TAJIKISTAN:  KAPTOLYUK, KAYRAKKUM, GAFUROV",40.301,69.823,40,29,1,NA,NA,80,2,200,4,NA,3,NA,3,29,1,NA,NA,80,2,200,4,NA,3,NA,NA,0,0
"209","13","10","1993","2","6","10/13/1993","2:06:00",-5.889,146.02,"Earthquake",25.3,NA,NA,6.9,"MW",NA,NA,NA,NA,NA,1.3,"USP00061W1","US","US","HRV","Reviewed",5366,"",0.3,25,6.9,6.9,7,6.4,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  EASTERN:  UPPER MARKHAM VALLEY",-5.889,146.02,170,60,2,NA,NA,200,3,5,2,NA,NA,NA,NA,60,2,NA,NA,200,3,5,2,NA,NA,NA,NA,0,0
"210","13","11","1965","4","33","11/13/1965","4:33:52",43.745,87.843,"Earthquake",35,NA,NA,6.5,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM852398","ISCGEM","ISCGEM","ISCGEM","Automatic",8077,"",55,NA,6.6,NA,6.6,NA,NA,NA,NA,8,"CHINA","","CHINA:  XINJIANG PROVINCE",43.9,87.8,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,-0.155000000000001,0.0430000000000064
"211","13","11","1993","1","18","11/13/1993","1:18:04",51.934,158.647,"Earthquake",34,NA,NA,7,"MW",NA,NA,NA,NA,NA,1,"USP00063MJ","US","US","HRV","Reviewed",6487,"Tsu",4.1,34,7,7,7,6.5,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KAMCHATKA",51.934,158.647,50,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0
"212","13","11","2015","20","51","11/13/2015","20:51:31",31.0009,128.8729,"Earthquake",12,1.7,NA,6.7,"MWW",NA,NA,17,1.444,5.9,1.25,"US10003Y71","US","US","US","Reviewed",10163,"Tsu",30,12,6.7,6.7,NA,NA,NA,NA,NA,NA,"JAPAN","","JAPAN:  KYUSYU ISLAND",30.991,128.877,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099000000000018,-0.00410000000002242
"213","13","11","2016","11","2","11/13/2016","11:02:56",-42.7358,173.0499,"Earthquake",15.22,3.2,NA,7.8,"MWW",NA,NA,21,0.482,4.6,0.57,"US1000778I","US","US","US","Reviewed",10206,"Tsu",56,53,7.8,7.8,NA,NA,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  AMBERLEY",-42.757,173.077,170,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,1,1,NA,1,0.0212000000000003,-0.0270999999999901
"214","13","12","1982","9","12","12/13/1982","9:12:48",14.701,44.379,"Earthquake",5,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,NA,"USP0001REB","US","SPE","NC","Reviewed",4954,"",48,5,6,NA,6,6,NA,NA,NA,8,"YEMEN","","YEMEN:  DHAMAR",14.701,44.379,60,2800,4,NA,NA,1500,4,2000,4,NA,4,NA,NA,2800,4,NA,NA,1500,4,2000,4,NA,4,NA,NA,0,0
"215","13","12","1990","0","24","12/13/1990","0:24:26",37.3,15.438,"Earthquake",11.1,3.1,NA,5.6,"MW",NA,NA,NA,NA,NA,1.4,"USP0004J1W","US","US","HRV","Reviewed",5268,"Tsu",25.7,11,5.3,NA,5.3,5.5,NA,NA,NA,7,"ITALY","","ITALY:  SICILY:  CARLENTINI",37.3,15.438,130,19,1,NA,NA,200,3,500,4,NA,NA,NA,NA,19,1,NA,NA,200,3,500,4,NA,NA,NA,NA,0,0
"216","13","12","1990","19","50","12/13/1990","19:50:18",23.722,121.627,"Earthquake",10,NA,NA,6.7,"MW",NA,NA,NA,NA,NA,1.1,"USP0004J34","US","US","NC","Reviewed",7802,"Tsu",17.8,10,6.3,NA,6.3,5.9,NA,NA,NA,5,"TAIWAN","","TAIWAN:  HUA-LIEN",23.722,121.627,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0
"217","13","12","1990","3","1","12/13/1990","3:01:48",23.916,121.636,"Earthquake",12.1,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,1.2,"USP0004J21","US","US","HRV","Reviewed",5269,"",48,12,6.2,NA,6.2,5.9,NA,NA,NA,4,"TAIWAN","","TAIWAN:  HUALIEN,  TAIPEI",23.916,121.636,30,2,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,3,1,NA,1,NA,NA,NA,NA,0,0
"218","13","2","1966","10","44","2/13/1966","10:44:40",26.12,103.222,"Earthquake",10,NA,NA,5.9,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM850150","ISCGEM","ISCGEM","ISCGEM","Automatic",8080,"",36,NA,6.2,NA,6.2,NA,NA,NA,NA,NA,"CHINA","","CHINA:   YUNNAN PROVINCE",26.1,103.1,30,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0.0199999999999996,0.122
"219","13","2","1983","1","40","2/13/1983","1:40:11",39.945,75.135,"Earthquake",16.1,3.8,NA,6.2,"MS",NA,12,NA,NA,NA,1.3,"USP0001T06","US","US","US","Reviewed",4962,"",10.9,16,6.2,NA,6.2,5.6,NA,NA,NA,8,"CHINA","","CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE: WUQUA S",39.945,75.135,40,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,0,0
"220","13","2","2001","14","22","2/13/2001","14:22:06",13.671,-88.938,"Earthquake",10,NA,273,6.6,"MWC",NA,NA,NA,NA,NA,1.44,"USP000A9JV","US","US","HRV","Reviewed",5592,"",5.8,10,6.6,6.6,6.5,5.5,NA,NA,NA,6,"EL SALVADOR","","EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP",13.671,-88.938,100,315,3,NA,NA,3399,4,348.5,4,41302,4,15706,4,315,3,NA,NA,3399,4,348.5,4,41302,4,15706,4,0,0
"221","13","3","1975","15","26","3/13/1975","15:26:42",-29.941,-71.337,"Earthquake",4,NA,NA,6.9,"MS",NA,NA,NA,NA,NA,NA,"USP0000A7A","US","US","US","Reviewed",6447,"Tsu",42.5,4,6.9,NA,6.9,6.2,NA,NA,NA,8,"CHILE","","CHILE:  COQUIMBO, LA SERENA",-29.9,-71.3,160,2,1,NA,NA,25,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,25,1,NA,1,NA,NA,NA,NA,-0.0410000000000004,-0.0370000000000061
"222","13","3","1992","17","18","3/13/1992","17:18:40",39.71,39.605,"Earthquake",27.2,NA,NA,6.7,"MWB",NA,NA,NA,NA,NA,1.1,"USP000547C","US","US","US","Reviewed",5317,"",39.9,27,6.9,NA,6.9,6.2,NA,NA,NA,8,"TURKEY","","TURKEY:  ERZINCAN",39.71,39.605,140,653,3,NA,NA,2000,4,750,4,NA,NA,8057,4,653,3,NA,NA,2000,4,750,4,NA,NA,8057,4,0,0
"223","13","3","2005","3","31","3/13/2005","3:31:23",27.095,61.887,"Earthquake",54,NA,591,6,"MWB",NA,NA,26.6,NA,NA,0.9,"USP000DJ38","US","US","US","Reviewed",5852,"",23,54,6,6,5.4,5.9,NA,NA,NA,NA,"IRAN","","IRAN:  SARAVAN",27.095,61.887,140,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0
"224","13","3","2014","17","6","3/13/2014","17:06:51",33.6842,131.8249,"Earthquake",79,1.8,NA,6.3,"MWW",NA,NA,12,0.969,NA,1.28,"USC000NABV","US","US","US","Reviewed",10087,"",50,79,6.3,6.3,NA,NA,NA,NA,NA,NA,"JAPAN","","JAPAN:  SOUTHWESTERN",33.684,131.825,30,NA,NA,NA,NA,18,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,18,1,NA,1,NA,NA,NA,NA,0.000199999999999534,-9.99999999748979e-05
"225","13","4","1978","18","5","4/13/1978","18:05:26",43.269,20.919,"Earthquake",33,NA,NA,5.7,"MS",NA,NA,NA,NA,NA,NA,"USP0000U2Z","US","US","US","Reviewed",4800,"",25.8,33,5.7,NA,5.7,4.8,NA,NA,4.6,NA,"SERBIA AND MONTENEGRO","","BALKANS NW:  SERBIA:  BRUS",43.269,20.919,130,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"226","13","4","1985","1","6","4/13/1985","1:06:00",-9.245,114.185,"Earthquake",98.9,NA,NA,5.9,"MW",NA,NA,NA,NA,NA,1,"USP0002DRM","US","US","HRV","Reviewed",5063,"Tsu",0.1,99,6.2,NA,NA,6.2,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  DENPASAR, BALI",-9.245,114.185,170,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,0,0
"227","13","4","2007","5","42","4/13/2007","5:42:23",17.302,-100.198,"Earthquake",34,NA,487,6,"MWB",NA,NA,26.7,NA,NA,1.02,"USP000F9KC","US","US","US","Reviewed",7501,"",23,34,6,6,5.8,5.9,NA,NA,NA,5,"MEXICO","","MEXICO:  GUERRERO, ATOYAC",17.302,-100.198,150,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,0,0
"228","13","4","2010","23","49","4/13/2010","23:49:38",33.165,96.548,"Earthquake",17,NA,410,6.9,"MWC",NA,NA,14.9,NA,NA,1.25,"USP000HBBT","US","US","US","Reviewed",8972,"",38.3,17,6.9,6.9,7,6.5,NA,NA,NA,NA,"CHINA","","CHINA:  QINGHAI PROVINCE:  YUSHU",33.165,96.548,30,2220,4,70,2,12135,4,500,4,15000,4,NA,NA,2220,4,70,2,12135,4,500,4,15000,4,NA,NA,0,0
"229","13","4","2014","12","36","4/13/2014","12:36:19",-11.4633,162.0511,"Earthquake",39,1.8,NA,7.4,"MWW",NA,NA,17,2.885,NA,1,"USC000PIQJ","US","US","US","Reviewed",10085,"Tsu",18,35,7.4,7.4,NA,NA,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS",-11.451,162.069,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0122999999999998,-0.0178999999999974
"230","13","5","1984","12","45","5/13/1984","12:45:56",42.967,17.734,"Earthquake",29.7,3.1,NA,5.5,"MW",NA,NA,NA,NA,NA,1.2,"USP00024BQ","US","US","HRV","Reviewed",5039,"",55.8,30,5.1,NA,5.1,5.1,NA,NA,NA,7,"BOSNIA-HERZEGOVINA","","BOSNIA-HERZEGOVINA:  LJUBINJE; CROATIA:  DUBROVNIK",42.967,17.734,130,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0
"231","13","5","1986","8","44","5/13/1986","8:44:02",41.431,43.737,"Earthquake",10,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1.1,"USP0002TYQ","US","US","HRV","Reviewed",5096,"",2.1,10,5.7,NA,5.7,5.7,NA,NA,NA,7,"GEORGIA","","GEORGIA:  AKHALKALAKI, SUSUZ",41.431,43.737,40,2,1,NA,NA,NA,NA,NA,3,1500,4,1500,4,2,1,NA,NA,NA,NA,NA,3,1500,4,NA,NA,0,0
"232","13","5","1990","4","23","5/13/1990","4:23:10",-40.296,176.064,"Earthquake",20.6,NA,NA,6.4,"MW",NA,NA,NA,NA,NA,1.2,"USP0004985","US","US","NC","Reviewed",5236,"",9.6,21,6.3,NA,6.3,6,NA,NA,NA,8,"NEW ZEALAND","","NEW ZEALAND:  DANNEVIRKE,  WELLINGTON",-40.296,176.064,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0
"233","13","5","1995","8","47","5/13/1995","8:47:13",40.149,21.695,"Earthquake",14,NA,NA,6.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0006X90","US","US","HRV","Reviewed",5408,"Tsu",12.7,14,6.6,6.6,6.6,6.2,NA,NA,NA,8,"GREECE","","GREECE:  GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",40.149,21.695,130,NA,NA,NA,NA,25,1,450,4,12000,4,NA,NA,NA,NA,NA,NA,25,1,450,4,12000,4,NA,NA,0,0
"234","13","5","1997","14","13","5/13/1997","14:13:46",36.411,70.945,"Earthquake",196,NA,NA,6.5,"MWB",NA,NA,NA,NA,NA,0.96,"USP000828B","US","US","US","Reviewed",5463,"",45.7,196,6.4,6.4,NA,6.1,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR",36.411,70.945,40,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"235","13","6","1984","2","29","6/13/1984","2:29:25",31.448,140.036,"Earthquake",40.6,3.7,NA,5.7,"MW",NA,NA,NA,NA,NA,1.4,"USP00024ZQ","US","US","HRV","Reviewed",6652,"Tsu",25.3,41,5.5,NA,5.5,5.5,NA,NA,NA,NA,"JAPAN","","JAPAN:  TORI SHIMA, OKINAWA",31.448,140.036,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"236","13","6","2005","22","44","6/13/2005","22:44:34",-19.987,-69.197,"Earthquake",115.6,NA,714,7.8,"MWB",NA,NA,16.1,NA,NA,1.01,"USP000DSW1","US","US","US","Reviewed",8135,"",33.9,116,7.7,7.7,NA,6.8,NA,NA,NA,NA,"CHILE","","CHILE:  TARAPACA",-19.987,-69.197,160,11,1,NA,NA,200,3,NA,NA,544,3,NA,NA,11,1,NA,NA,200,3,NA,NA,544,3,NA,NA,0,0
"237","13","6","2007","19","29","6/13/2007","19:29:40",13.554,-90.618,"Earthquake",23,NA,468,6.7,"MWC",NA,NA,37.7,NA,NA,1.09,"USP000FDYV","US","US","GCMT","Reviewed",7534,"",40.1,23,6.7,6.7,6.5,5.9,NA,NA,NA,NA,"GUATEMALA","","GUATEMALA:  GUATEMALA CITY",13.554,-90.618,100,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,0,0
"238","13","6","2008","23","43","6/13/2008","23:43:45",39.03,140.881,"Earthquake",7.8,NA,654,6.9,"MWC",NA,NA,17.1,NA,NA,NA,"USP000G9H6","US","JMA","GCMT","Reviewed",7907,"",45.3,8,6.9,6.9,7,6.5,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  TOKYO",39.03,140.881,30,13,1,NA,NA,357,3,NA,3,NA,NA,614,3,13,1,NA,NA,357,3,NA,3,NA,NA,614,3,0,0
"239","13","6","2011","2","20","6/13/2011","2:20:49",-43.564,172.743,"Earthquake",6.1,NA,280,5.9,"MWW",NA,NA,23.9,NA,NA,NA,"USP000J33B","US","WEL","US","Reviewed",9858,"",49.3,6,6,6,6,6,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY",-43.564,172.743,170,1,1,NA,NA,45,1,3000,4,100,2,NA,NA,1,1,NA,NA,45,1,3000,4,100,2,NA,NA,0,0
"240","13","7","1974","1","18","7/13/1974","1:18:23",7.747,-77.688,"Earthquake",12,NA,NA,7.3,"MS",NA,NA,NA,NA,NA,NA,"USP000072Y","US","US","US","Reviewed",4663,"",22.8,12,7.3,NA,7.3,6.4,NA,NA,7.3,NA,"COLOMBIA","","COLOMBIA: BOGOTA, CALI, PEREIRA",7.75,-77.69,160,11,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00300000000000011,0.00199999999999534
"241","13","7","1990","14","20","7/13/1990","14:20:43",36.415,70.789,"Earthquake",216.8,NA,NA,6.4,"MW",NA,NA,NA,NA,NA,1.1,"USP0004BT0","US","US","HRV","Reviewed",5252,"",43.4,217,5.6,NA,NA,5.6,NA,NA,NA,4,"AFGHANISTAN","","AFGHANISTAN:  HINDU KUSH:  PIK LENINA",36.415,70.789,40,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"242","13","8","1965","12","40","8/13/1965","12:40:32",-16.198,167.607,"Earthquake",35,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM854556","ISCGEM","ISCGEM","ISCGEM","Automatic",6595,"Tsu",32,33,7.3,NA,7.3,6.8,NA,NA,NA,NA,"VANUATU","","VANUATU ISLANDS",-15.9,166.8,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,-0.298,0.806999999999988
"243","13","8","1965","12","40","8/13/1965","12:40:10",-15.871,166.96,"Earthquake",25,NA,NA,7.4,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM854555","ISCGEM","ISCGEM","ISCGEM","Automatic",6595,"Tsu",32,33,7.3,NA,7.3,6.8,NA,NA,NA,NA,"VANUATU","","VANUATU ISLANDS",-15.9,166.8,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0.0289999999999999,0.159999999999997
"244","13","8","1967","22","15","8/13/1967","22:15:11",-4.41,152.439,"Earthquake",20,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM832238","ISCGEM","ISCGEM","ISCGEM","Automatic",4415,"Tsu",10,30,6.4,NA,6.4,NA,NA,NA,6.2,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  BISMARCK SEA",-4.4,152.5,170,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00999999999999979,-0.061000000000007
